"convocation","full_name","birthday"
5,"Довгий Станіслав Олексійович","23.7.1954"
5,"Довгий Тарас Олексійович","24.7.1967"
5,"Дончак Володимир Андрійович","3.10.1947"
5,"Жванія Давид Важаєвич","20.7.1967"
5,"Жебрівський Павло Іванович","21.3.1962"
5,"Жеваго Костянтин Валентинович","7.1.1974"
5,"Жиденко Ігор Григорович","19.1.1966"
5,"Журавко Олексій Валерійович","21.4.1974"
5,"Зімін Євген Ігорович","29.12.1960"
5,"Забарський Владислав Валерійович","14.7.1968"
5,"Забзалюк Роман Омелянович","18.7.1960"
5,"Заблоцький Віталій Петрович","14.3.1960"
5,"Заклунна-Мироненко Валерія Гавриїлівна","15.8.1942"
5,"Замковенко Микола Іванович","17.2.1950"
5,"Заплатинський Володимир Михайлович","13.9.1951"
5,"Засуха Тетяна Володимирівна","25.4.1964"
5,"Зац Олександр Вікторович","8.9.1976"
5,"Зварич Ігор Теодорович","28.10.1952"
5,"Зварич Роман Михайлович","20.11.1953"
5,"Звягільський Юхим Леонідович","20.2.1933"
5,"Зейналов Едуард Джангірович","21.7.1963"
5,"Злочевський Микола Владиславович","14.6.1966"
5,"Зозуля Руслан Петрович","17.8.1966"
5,"Зубанов Володимир Олександрович","15.8.1957"
5,"Зубець Михайло Васильович","7.4.1938"
5,"Зубик Володимир Володимирович","28.2.1958"
5,"Зубко Юрій Григорович","5.4.1962"
5,"Зубов Валентин Сергійович","10.6.1946"
5,"Ківалов Сергій Васильович","1.5.1954"
5,"Кілінкаров Спірідон Павлович","14.9.1968"
5,"Кінах Анатолій Кирилович","4.8.1954"
5,"Кічатий Юрій Святославович","22.11.1959"
5,"Калашніков Олег Іванович","6.11.1962"
5,"Калетнік Григорій Миколайович","2.5.1949"
5,"Кальніченко Ігор Вікторович","7.11.1961"
5,"Кальцев Сергій Федорович","20.4.1960"
5,"Кальченко Валерій Михайлович","24.2.1947"
5,"Калюжний Віталій Анатолійович","20.11.1979"
5,"Камчатний Валерій Григорович","13.6.1955"
5,"Каракай Юрій Васильович","20.5.1967"
5,"Карпачова Ніна Іванівна","12.8.1957"
5,"Карпук Володимир Георгійович","19.9.1954"
5,"Касянюк Олександр Ростиславович","17.5.1967"
5,"Катеринчук Микола Дмитрович","19.11.1967"
5,"Келестин Валерій Васильович","26.9.1964"
5,"Кеменяш Олександр Михайлович","25.10.1965"
5,"Кендзьор Ярослав Михайлович","12.7.1941"
5,"Кий Сергій Вікторович","21.12.1969"
5,"Кириленко Іван Григорович","2.10.1956"
5,"Кириленко В’ячеслав Анатолійович","7.6.1968"
5,"Кирильчук Євген Іванович","3.10.1940"
5,"Кириченко Людмила Федорівна","21.7.1949"
5,"Кисельов Василь Олексійович","25.9.1948"
5,"Клімов Леонід Михайлович","31.3.1953"
5,"Климець Павло Анатолійович","23.7.1967"
5,"Клюєв Андрій Петрович","12.8.1964"
5,"Клюєв Сергій Петрович","19.8.1969"
5,"Ключковський Юрій Богданович","18.7.1949"
5,"Князевич Руслан Петрович","28.6.1974"
5,"Ковалевська Юлія Сергіївна","8.10.1977"
5,"Коваль Вячеслав Станіславович","5.11.1945"
5,"Ковальова Юлія Вікторівна","4.12.1951"
5,"Ковзель Микола Олегович","8.8.1966"
5,"Ковтуненко Олександр Володимирович","23.6.1968"
5,"Кожара Леонід Олександрович","14.1.1963"
5,"Кожем’якін Андрій Анатолійович","13.11.1965"
5,"Козак Володимир Васильович","9.8.1959"
5,"Козаков Ігор Володимирович","16.10.1968"
5,"Козаченко Олексій Олексійович","5.4.1962"
5,"Козуб Олександр Андрійович","8.6.1956"
5,"Колесніков Борис Вікторович","25.10.1962"
5,"Колесніченко Вадим Васильович","21.3.1958"
5,"Колоцей Юрій Олександрович","10.8.1948"
5,"Комар Микола Степанович","18.12.1945"
5,"Кондратьєва Тетяна Василівна","22.10.1957"
5,"Константинов Євген Семенович","2.5.1937"
5,"Корж Віктор Петрович","3.8.1957"
5,"Корж Віталій Терентійович","16.8.1938"
5,"Корж Павло Петрович","13.11.1953"
5,"Коржев Анатолій Леонідович","7.10.1944"
5,"Корнійчук Євген Володимирович","18.10.1966"
5,"Королевська Наталія Юріївна","18.5.1975"
5,"Король Віктор Миколайович","3.3.1948"
5,"Корсаков Олексій Якович","2.8.1946"
5,"Костенко Павло Іванович","10.2.1966"
5,"Костинюк Богдан Іванович","6.9.1958"
5,"Костусєв Олексій Олексійович","29.6.1954"
5,"Кріль Ігор Іванович","10.5.1961"
5,"Кравцов Олександр Олегович","24.2.1963"
5,"Кравченко Микола Васильович","24.10.1945"
5,"Кравчук Петро Костянтинович","11.7.1962"
5,"Круглов Микола Петрович","10.11.1950"
5,"Крук Юрій Борисович","2.6.1941"
5,"Круць Микола Федорович","1.2.1952"
5,"Крючков Дмитро Васильович","10.6.1978"
5,"Кузьменко Петро Павлович","19.10.1954"
5,"Кузьменко Сергій Леонідович","5.9.1948"
5,"Куйбіда Василь Степанович","8.5.1958"
5,"Кукоба Анатолій Тихонович","8.11.1948"
5,"Кульчинський Микола Георгійович","10.4.1947"
5,"Кунченко Олексій Петрович","23.12.1952"
5,"Куренной Володимир Костянтинович","2.8.1967"
5,"Курило Віталій Семенович","2.2.1957"
5,"Куровський Іван Іванович","28.6.1951"
5,"Курпіль Степан Володимирович","23.7.1959"
5,"Кучеренко Олексій Юрійович","3.4.1961"
5,"Кушнарьов Євгеній Петрович","29.1.1951"
5,"Лісін Микола Павлович","2.11.1964"
5,"Літвінов Володимир Григорович","11.5.1949"
5,"Лєщинський Олександр Олегович","2.3.1964"
5,"Лабунська Анжеліка Вікторівна","2.11.1967"
5,"Ландік Володимир Іванович","27.12.1949"
5,"Ландик Валентин Іванович","22.11.1946"
5,"Лановий Володимир Тимофійович","17.6.1952"
5,"Лапін Євген Васильович","15.11.1950"
5,"Ларін Сергій Миколайович","1.1.1962"
5,"Лебедєв Павло Валентинович","12.7.1962"
5,"Левцун Володимир Іванович","14.6.1952"
5,"Левченко Катерина Борисівна","30.11.1966"
5,"Ледида Олександр Олександрович","28.9.1957"
5,"Лелюк Олексій Володимирович","30.11.1969"
5,"Лещенко Віктор Миколайович","13.5.1959"
5,"Лещинський Олександр Михайлович","14.12.1939"
5,"Лижичко Руслана Степанівна","24.5.1973"
5,"Лисов Ігор Володимирович","14.7.1958"
5,"Литвинов Леонід Федорович","7.7.1944"
5,"Личук Володимир Іванович","15.5.1961"
5,"Логвиненко Олексій Степанович","21.5.1955"
5,"Лопушанський Андрій Ярославович","4.12.1962"
5,"Лук’яненко Левко Григорович","24.8.1927"
5,"Лук’янов Владислав Валентинович","21.2.1964"
5,"Лук’янчук Руслан Валерійович","19.3.1972"
5,"Лукаш Олена Леонідівна","12.11.1976"
5,"Лукашук Олег Григорович","1.6.1951"
5,"Луцький Максим Георгійович","4.6.1976"
5,"Ляпіна Ксенія Михайлівна","5.5.1964"
5,"Ляшко Олег Валерійович","3.12.1972"
5,"Мірошниченко Юрій Романович","3.2.1970"
5,"Мітрошкін Ігор Олександрович","12.6.1950"
5,"Міщенко Сергій Григорович","13.8.1971"
5,"Майборода Сергій Федотович","24.4.1959"
5,"Майко Віталій Іванович","15.5.1936"
5,"Макієнко Володимир Петрович","20.11.1955"
5,"Макеєнко Володимир Володимирович","17.8.1965"
5,"Малиновський Олексій Петрович","11.4.1956"
5,"Малишев Володимир Степанович","26.7.1950"
5,"Мальцев Володимир Олександрович","20.4.1974"
5,"Маньковський Григорій Володимирович","24.3.1954"
5,"Мармазов Євген Васильович","14.6.1938"
5,"Мартиненко Микола Володимирович","12.1.1961"
5,"Мартинюк Адам Іванович","16.8.1950"
5,"Марущенко Володимир Станіславович","25.12.1967"
5,"Матвієнко Анатолій Сергійович","23.3.1953"
5,"Матвієнков Сергій Анатолійович","16.11.1957"
5,"Матвійчук Едуард Леонідович","27.4.1963"
5,"Матвєєв Валентин Григорович","28.3.1943"
5,"Матюха Валерія Валеріївна","14.5.1981"
5,"Мельник Петро Володимирович","18.6.1957"
5,"Мельник Станіслав Анатолійович","11.7.1961"
5,"Мельничук Михайло Васильович","4.8.1948"
5,"Мендусь Ярослав Петрович","1.1.1960"
5,"Мироненко Михайло Іванович","16.11.1954"
5,"Мойсик Володимир Романович","18.8.1957"
5,"Момот Сергій Васильович","14.5.1963"
5,"Мордовець Леонід Михайлович","15.3.1951"
5,"Мороз Олександр Олександрович","29.2.1944"
5,"Мостіпан Уляна Миколаївна","31.1.1944"
5,"Муц Орест Павлович","26.2.1959"
5,"Ніколаєнко Станіслав Миколайович","9.2.1956"
5,"Надоша Олег Володимирович","19.4.1964"
5,"Наконечний Володимир Леонтієвич","20.6.1952"
5,"Наливайко Анатолій Михайлович","21.11.1956"
5,"Немиря Григорій Михайлович","5.4.1960"
5,"Нетецька Олена Анатоліївна","27.10.1972"
5,"Одайник Микола Миколайович","8.5.1954"
5,"Одарченко Юрій Віталійович","5.4.1960"
5,"Олійник Володимир Миколайович","16.4.1957"
5,"Олійник Святослав Васильович","4.12.1975"
5,"Омельченко Григорій Омелянович","4.5.1951"
5,"Омельченко Олександр Олександрович","10.10.1968"
5,"Оніщук Микола Васильович","26.10.1957"
5,"Онопенко Василь Васильович","10.4.1949"
5,"Оплачко Володимир Миколайович","21.10.1947"
5,"Орлов Андрій Вікторович","15.8.1970"
5,"Оробець Юрій Миколайович","19.6.1955"
5,"Осика Сергій Григорович","27.3.1955"
5,"Пінчук Андрій Павлович","26.1.1980"
5,"Піскун Святослав Михайлович","8.3.1959"
5,"Пєрєдєрій В’ячеслав Григорович","17.2.1943"
5,"Пєхота Володимир Юлійович","20.6.1939"
5,"Павленко Едуард Іванович","14.10.1947"
5,"Павленко Юрій Олексійович","20.3.1975"
5,"Панасовський Олег Григорович","8.5.1940"
5,"Парубок Омелян Никонович","21.1.1940"
5,"Пачесюк Сергій Никонович","10.4.1951"
5,"Пашинський Сергій Володимирович","14.10.1966"
5,"Пеклушенко Олександр Миколайович","29.8.1954"
5,"Петренко Вадим Михайлович","8.1.1946"
5,"Петрик Петро Пантилемонович","26.6.1953"
5,"Петров Борис Федорович","23.6.1952"
5,"Петросов Валерій Альбертович","16.11.1939"
5,"Петрук Микола Миколайович","1.2.1950"
5,"Писаренко Валерій Володимирович","8.7.1980"
5,"Писарчук Петро Іванович","6.6.1955"
5,"Плотніков Олексій Віталійович","10.6.1965"
5,"Поживанов Михайло Олександрович","12.4.1960"
5,"Поліщук Сергій Володимирович","14.10.1973"
5,"Полохало Володимир Іванович","28.4.1949"
5,"Поляков Василь Леонідович","2.3.1972"
5,"Полянчич Михайло Михайлович","20.4.1958"
5,"Поляченко Володимир Аврумович","14.8.1938"
5,"Пономаренко Георгій Григорович","15.12.1939"
5,"Попеску Іван Васильович","16.4.1964"
5,"Порошенко Петро Олексійович","26.9.1965"
5,"Портнов Андрій Володимирович","27.10.1973"
5,"Потімков Сергій Юрійович","11.12.1954"
5,"Потапов Василь Іванович","14.1.1948"
5,"Прасолов Ігор Миколайович","4.2.1962"
5,"Пригодський Антон Вікентійович","17.3.1950"
5,"Присяжнюк Микола Володимирович","13.1.1960"
5,"Притика Дмитро Микитович","2.1.1942"
5,"Прокопенко Віктор Євгенович","24.10.1944"
5,"Прокопович Наталія Володимирівна","16.10.1957"
5,"Прутнік Едуард Анатолійович","15.1.1973"
5,"Пшонка Артем Вікторович","19.3.1976"
5,"Радзієвський Олексій Васильович","28.3.1949"
5,"Радковський Олег Володимирович","22.8.1960"
5,"Радовець Арнольд Анатолійович","30.11.1937"
5,"Разгоняєв Михайло Васильович","8.9.1952"
5,"Рибак Володимир Васильович","3.10.1946"
5,"Рибаков Ігор Олександрович","14.8.1976"
5,"Рижук Сергій Миколайович","20.1.1950"
5,"Римарук Олександр Іванович","2.8.1956"
5,"Романюк Микола Прокопович","5.6.1952"
5,"Руднік Анатолій Андрійович","8.10.1948"
5,"Рудьковський Микола Миколайович","18.12.1967"
5,"Ружицький Антон Матвійович","23.11.1952"
5,"Рябека Олександр Григорович","26.11.1959"
5,"Сівкович Володимир Леонідович","17.9.1960"
5,"Сігал Євген Якович","9.5.1955"
5,"Сідельник Іван Іванович","18.6.1939"
5,"Сільченко Василь Андрійович","4.5.1951"
5,"Сінченко Сергій Григорович","5.10.1946"
5,"Савосін Геннадій Анатолійович","26.4.1947"
5,"Савчук Олександр Володимирович","6.8.1954"
5,"Садовий Микола Ілліч","20.8.1947"
5,"Саламатін Дмитро Альбертович","26.4.1965"
5,"Самойленко Юрій Павлович","19.10.1944"
5,"Самойлик Катерина Семенівна","20.12.1951"
5,"Самофалов Геннадій Григорович","10.11.1945"
5,"Сандлер Дмитро Михайлович","2.6.1961"
5,"Сас Сергій Володимирович","7.8.1957"
5,"Сафіуллін Равіль Сафович","4.2.1955"
5,"Святаш Дмитро Володимирович","15.6.1971"
5,"Селіваров Андрій Борисович","25.5.1972"
5,"Семенюк Валентина Петрівна","4.6.1957"
5,"Семинога Анатолій Іванович","2.3.1960"
5,"Сенченко Андрій Віленович","1.11.1959"
5,"Сербін Юрій Сергійович","5.3.1949"
5,"Сивульський Микола Іванович","12.4.1952"
5,"Симоненко Петро Миколайович","1.8.1952"
5,"Синиця Артем Миколайович","3.11.1975"
5,"Скибінецький Олександр Матвійович","26.8.1947"
5,"Скубашевський Станіслав Валеріанович","30.5.1949"
5,"Скубенко Володимир Петрович","15.3.1958"
5,"Скудар Георгій Маркович","18.7.1942"
5,"Слаута Віктор Андрійович","2.1.1952"
5,"Слободянюк Володимир Йосипович","1.10.1943"
5,"Смітюх Григорій Євдокимович","27.2.1961"
5,"Сокіл Андрій Олексійович","31.10.1962"
5,"Сокирко Микола Васильович","25.10.1956"
5,"Солтус Павло Станіславович","19.2.1962"
5,"Сподаренко Іван Васильович","23.1.1931"
5,"Стасів Любов Володимирівна","21.7.1962"
5,"Сташевський Станіслав Телісфорович","10.3.1943"
5,"Стоян Олександр Миколайович","2.5.1943"
5,"Стретович Володимир Миколайович","19.5.1958"
5,"Сулковський Павло Гнатович","29.6.1953"
5,"Суслов Євгеній Іванович","28.5.1981"
5,"Сухий Ярослав Михайлович","26.3.1951"
5,"Сушкевич Валерій Михайлович","14.6.1954"
5,"Табачнік Яків Піневич","31.7.1945"
5,"Танюк Леонід Степанович","8.7.1938"
5,"Таран-Терен Віктор Васильович","9.7.1941"
5,"Тарасов Володимир Володимирович","25.2.1951"
5,"Тарасюк Борис Іванович","1.1.1949"
5,"Тедеєв Ельбрус Сосланович","5.12.1974"
5,"Терьохін Сергій Анатолійович","29.9.1963"
5,"Тимошенко Юлія Володимирівна","27.11.1960"
5,"Тихонов Віктор Миколайович","5.3.1949"
5,"Ткаченко Володимир Володимирович","13.3.1964"
5,"Ткаченко Олександр Миколайович","7.3.1939"
5,"Толстенко Володимир Леонідович","27.5.1950"
5,"Томенко Микола Володимирович","11.12.1964"
5,"Тополов Віктор Семенович","21.12.1945"
5,"Третьяков Олександр Юрійович","20.3.1970"
5,"Триндюк Юрій Григорович","17.4.1968"
5,"Тулуб Сергій Борисович","13.8.1953"
5,"Турманов Віктор Іванович","15.8.1945"
5,"Турчинов Олександр Валентинович","31.3.1964"
5,"Удовенко Геннадій Йосипович","22.6.1931"
5,"Урбанський Ігор Анатолійович","2.8.1953"
5,"Філіндаш Євген Васильович","5.5.1977"
5,"Фалько Володимир Іванович","13.1.1954"
5,"Федорчук Ярослав Петрович","22.10.1936"
5,"Федун Олексій Леонідович","24.8.1962"
5,"Фельдман Олександр Борисович","6.1.1960"
5,"Фесенко Леонід Іванович","10.6.1949"
5,"Хара Василь Георгійович","11.9.1947"
5,"Хмельницький Василь Іванович","10.9.1966"
5,"Хомутиннік Віталій Юрійович","4.8.1976"
5,"Цапюк Степан Кирилович","26.1.1954"
5,"Царьов Олег Анатолійович","2.6.1970"
5,"Цибенко Петро Степанович","5.6.1949"
5,"Цушко Василь Петрович","1.2.1963"
5,"Цюрко Петро Іванович","28.3.1966"
5,"Чепинога Віталій Михайлович","28.5.1969"
5,"Червонописький Сергій Васильович","6.7.1957"
5,"Черноморов Олександр Миколайович","20.5.1953"
5,"Чертков Юрій Дмитрович","16.5.1962"
5,"Чечетов Михайло Васильович","3.10.1953"
5,"Чичков Валерій Михайлович","26.4.1949"
5,"Чмир Юрій Павлович","7.4.1972"
5,"Чмирь Сергій Михайлович","4.6.1961"
5,"Чорновіл Тарас Вячеславович","1.6.1964"
5,"Чорноволенко Олександр Віленович","28.3.1955"
5,"Чубаров Рефат Абдурахманович","22.9.1957"
5,"Чудновський Віталій Олегович","8.11.1969"
5,"Чукмасов Сергій Олександрович","7.8.1955"
5,"Шаго Євген Петрович","23.11.1941"
5,"Шаманов Валерій Вікторович","2.11.1968"
5,"Швець Віктор Дмитрович","6.1.1954"
5,"Шевченко Андрій Віталійович","10.6.1976"
5,"Шевчук Сергій Володимирович","17.10.1955"
5,"Шенцев Дмитро Олексійович","28.11.1964"
5,"Шепелев Олександр Олександрович","4.7.1970"
5,"Шибко Віталій Якович","29.11.1948"
5,"Шишкіна Зоя Леонідівна","23.5.1954"
5,"Шкіль Андрій Васильович","26.11.1963"
5,"Шкіра Ігор Романович","28.6.1965"
5,"Шкіря Ігор Миколайович","20.8.1965"
5,"Шкляр Володимир Борисович","16.9.1960"
5,"Шкрібляк Анатолій Васильович","3.10.1973"
5,"Шкутяк Зіновій Васильович","5.1.1948"
5,"Шлемко Дмитро Васильович","24.1.1950"
5,"Шпиг Федір Іванович","30.1.1956"
5,"Шустік Олена Юріївна","30.5.1968"
5,"Щербань Артем Володимирович","27.5.1974"
5,"Ющенко Петро Андрійович","15.9.1946"
5,"Яворівський Володимир Олександрович","11.10.1942"
5,"Ядуха Василь Степанович","25.1.1964"
5,"Якименко Микола Євгенійович","27.3.1958"
5,"Яковина Микола Михайлович","24.3.1957"
5,"Янковський Микола Андрійович","12.8.1944"
5,"Янукович Віктор Вікторович","16.7.1981"
5,"Янукович Віктор Федорович","9.7.1950"
5,"Ярощук Володимир Іванович","20.11.1969"
6,"Євтухов Василь Іванович","16.10.1948"
6,"Єгоренко Тамара Василівна","11.12.1949"
6,"Єгоров Олександр Миколайович","6.10.1965"
6,"Єдін Олександр Йосипович","17.5.1960"
6,"Єресько Ігор Геннадійович","5.10.1956"
6,"Єфремов Олександр Сергійович","22.8.1954"
6,"Єхануров Юрій Іванович","23.8.1948"
6,"Іваненко Володимир Григорович","1.1.1955"
6,"Іванющенко Юрій Володимирович","21.2.1959"
6,"Ілляшов Григорій Олексійович","13.4.1965"
6,"Ісаєв Леонід Олексійович","17.4.1937"
6,"Абдуллін Олександр Рафкатович","29.6.1962"
6,"Азаров Микола Янович","17.12.1947"
6,"Акімова Ірина Михайлівна","26.4.1960"
6,"Алексєєв Ігор Вікторович","10.1.1960"
6,"Александровська Алла Олександрівна","7.12.1948"
6,"Андрос Сергій Олександрович","11.1.1962"
6,"Ар’єв Володимир Ігорович","31.3.1975"
6,"Аржевітін Станіслав Михайлович","14.6.1961"
6,"Аркаллаєв Нуруліслам Гаджиєвич","19.1.1961"
6,"Арутюнов Гарегін Рафаелович","29.12.1964"
6,"Ахметов Рінат Леонідович","21.9.1966"
6,"Білаш Борис Федорович","1.8.1941"
6,"Білий Олексій Петрович","1.5.1961"
6,"Білозір Оксана Володимирівна","30.5.1957"
6,"Білорус Олег Григорович","14.10.1939"
6,"Бірюк Лев Васильович","31.5.1946"
6,"Бабаєв Олег Мейданович","21.10.1965"
6,"Бабенко Валерій Борисович","2.2.1964"
6,"Бабурін Олексій Васильович","11.1.1949"
6,"Баграєв Микола Георгійович","19.6.1964"
6,"Баранов Валерій Олексійович","19.4.1957"
6,"Баранов-Мохорт Сергій Миколайович","3.9.1968"
6,"Барвіненко Віталій Дмитрович","3.6.1981"
6,"Бахтеєва Тетяна Дмитрівна","27.11.1953"
6,"Бевз Валерій Ананійович","27.1.1953"
6,"Бевзенко Валерій Федорович","20.5.1946"
6,"Белоусова Ірина Анатоліївна","10.7.1954"
6,"Бережна Ірина Григоріївна","13.8.1980"
6,"Березкін Станіслав Семенович","12.5.1959"
6,"Бобильов Олександр Фадійович","25.9.1963"
6,"Богатирьова Раїса Василівна","6.1.1953"
6,"Богдан Руслан Дмитрович","28.1.1972"
6,"Богословська Інна Германівна","5.8.1960"
6,"Богуслаєв Вячеслав Олександрович","28.10.1938"
6,"Боднар Ольга Борисівна","19.2.1965"
6,"Бойко Юрій Анатолійович","9.10.1958"
6,"Болдирєв Юрій Олександрович","16.2.1951"
6,"Болюра Антоніна Володимирівна","13.4.1949"
6,"Бондар Олександр Миколайович","7.1.1955"
6,"Бондарєв Костянтин Анатолійович","13.9.1972"
6,"Бондаренко Віктор Вікторович","16.7.1967"
6,"Бондаренко Володимир Дмитрович","4.12.1952"
6,"Бондаренко Олена Федорівна","13.2.1955"
6,"Бондаренко Олена Анатоліївна","26.5.1974"
6,"Бондик Валерій Анатолійович","1.4.1964"
6,"Борисов Валерій Дмитрович","31.5.1957"
6,"Бородін Всеволод Володимирович","24.1.1963"
6,"Борт Віталій Петрович","1.9.1972"
6,"Боярчук Олексій Валерійович","10.4.1972"
6,"Буджерак Олександр Олександрович","28.3.1943"
6,"Букаєв Валерій Олександрович","1.2.1976"
6,"Бурлаков Павло Миколайович","19.6.1963"
6,"Буряк Олександр Васильович","23.5.1970"
6,"Буряк Сергій Васильович","1.4.1966"
6,"Бут Юрій Анатолійович","5.9.1967"
6,"В’язівський Володимир Михайлович","21.1.1963"
6,"Вілкул Олександр Юрійович","24.5.1974"
6,"Вінський Йосип Вікентійович","2.1.1956"
6,"Вакарчук Святослав Іванович","14.5.1975"
6,"Васадзе Таріел Шакрович","15.10.1947"
6,"Василенко Сергій Володимирович","2.8.1971"
6,"Васильєв Геннадій Андрійович","3.10.1953"
6,"Васильєв Олександр Андрійович","29.10.1951"
6,"Васютін Сергій Іванович","16.5.1961"
6,"Ващук Катерина Тимофіївна","20.1.1947"
6,"Веліжанський Сергій Костянтинович","3.9.1960"
6,"Веревський Андрій Михайлович","25.7.1974"
6,"Вернидубов Іван Васильович","4.1.1951"
6,"Ветвицький Дмитро Олександрович","6.4.1968"
6,"Вечерко Володимир Миколайович","7.11.1953"
6,"Власенко Сергій Володимирович","7.3.1967"
6,"Волинець Євгеній Валерійович","5.3.1978"
6,"Волинець Михайло Якович","30.10.1956"
6,"Волков Олександр Анатолійович","29.3.1964"
6,"Воропаєв Юрій Миколайович","10.1.1955"
6,"Воротнюк Ігор Борисович","1.1.1962"
6,"Гєллєр Євгеній Борисович","12.5.1974"
6,"Гайдаєв Юрій Олександрович","14.8.1954"
6,"Ганущак Юрій Іванович","2.4.1961"
6,"Гасюк Петро Петрович","30.1.1951"
6,"Гацько Валерій Петрович","10.11.1957"
6,"Гейман Олег Айзікович","16.6.1957"
6,"Герасим’юк Ольга Володимирівна","21.10.1958"
6,"Герасимов Іван Олександрович","8.8.1921"
6,"Герасимчук Володимир Володимирович","13.6.1974"
6,"Геращенко Ірина Володимирівна","15.5.1971"
6,"Герман Ганна Миколаївна","24.4.1959"
6,"Глазунов Сергій Миколайович","1.9.1958"
6,"Глусь Степан Карлович","2.8.1947"
6,"Глущенко Ігор Миколайович","19.8.1962"
6,"Гнаткевич Юрій Васильович","4.4.1940"
6,"Головатий Сергій Петрович","29.5.1954"
6,"Головченко Ігор Борисович","25.5.1960"
6,"Голуб Олександр Володимирович","19.7.1967"
6,"Горіна Ірина Анатоліївна","10.1.1967"
6,"Горбаль Василь Михайлович","18.3.1971"
6,"Горбатюк Анатолій Олексійович","8.8.1962"
6,"Гордієнко Сергій Володимирович","20.3.1957"
6,"Горошкевич Олександр Сергійович","8.3.1964"
6,"Грач Леонід Іванович","1.1.1948"
6,"Гривковський Вадим Олександрович","29.8.1967"
6,"Григорович Лілія Степанівна","12.9.1957"
6,"Гримчак Юрій Миколайович","30.10.1965"
6,"Гринів Ігор Олексійович","10.3.1961"
6,"Гриневецький Сергій Рафаїлович","25.9.1957"
6,"Грицак Василь Миколайович","17.2.1961"
6,"Гриценко Анатолій Степанович","25.10.1957"
6,"Губський Богдан Володимирович","30.3.1963"
6,"Гудима Олександр Миколайович","26.6.1950"
6,"Гуменюк Ігор Миколайович","21.4.1961"
6,"Гуменюк Олег Іванович","27.9.1970"
6,"Гуреєв Василь Миколайович","22.4.1952"
6,"Гусаров Сергій Миколайович","24.3.1953"
6,"Давиденко Андрій Анатолійович","3.10.1976"
6,"Давимука Степан Антонович","8.2.1947"
6,"Данілов Віталій Богданович","10.6.1967"
6,"Даниленко Володимир Андрійович","14.8.1948"
6,"Дарда Олександр Панасович","5.10.1954"
6,"Дейч Борис Давидович","23.8.1938"
6,"Дем’янчук Вікторія Олександрівна","18.4.1970"
6,"Демішкан Володимир Федорович","16.11.1949"
6,"Демидко Володимир Миколайович","12.2.1952"
6,"Демчишен Василь Васильович","15.5.1956"
6,"Демянко Микола Іванович","1.7.1947"
6,"Денісова Людмила Леонтіївна","6.7.1960"
6,"Денькович Іван Васильович","20.1.1963"
6,"Деревляний Василь Тимофійович","23.8.1962"
6,"Деркач Андрій Леонідович","19.8.1967"
6,"Деркач Микола Іванович","25.6.1949"
6,"Джарти Василь Георгійович","3.6.1958"
6,"Джемілєв Мустафа","13.11.1943"
6,"Джига Микола Васильович","15.5.1949"
6,"Джоджик Ярослав Іванович","9.1.1960"
6,"Добряк Євген Дмитрович","28.2.1973"
6,"Довгий Станіслав Олексійович","23.7.1954"
6,"Доній Олександр Сергійович","13.8.1969"
6,"Дончак Володимир Андрійович","3.10.1947"
6,"Дубіль Валерій Олександрович","26.9.1973"
6,"Дубовой Олександр Федорович","11.3.1976"
6,"Жванія Давид Важаєвич","20.7.1967"
6,"Жебрівський Павло Іванович","21.3.1962"
6,"Жеваго Костянтин Валентинович","7.1.1974"
6,"Журавко Олексій Валерійович","21.4.1974"
6,"Журавський Віталій Станіславович","8.5.1955"
6,"Зімін Євген Ігорович","29.12.1960"
6,"Заєць Іван Олександрович","5.7.1952"
6,"Забарський Владислав Валерійович","14.7.1968"
6,"Забзалюк Роман Омелянович","18.7.1960"
6,"Заблоцький Віталій Петрович","14.3.1960"
6,"Задирко Геннадій Олександрович","13.9.1967"
6,"Зарубінський Олег Олександрович","26.10.1963"
6,"Зарудний Олексій Борисович","7.11.1970"
6,"Засуха Тетяна Володимирівна","25.4.1964"
6,"Зац Олександр Вікторович","8.9.1976"
6,"Зварич Ігор Теодорович","28.10.1952"
6,"Зварич Роман Михайлович","20.11.1953"
6,"Звягільський Юхим Леонідович","20.2.1933"
6,"Зейналов Едуард Джангірович","21.7.1963"
6,"Злочевський Микола Владиславович","14.6.1966"
6,"Зозуля Руслан Петрович","17.8.1966"
6,"Зубанов Володимир Олександрович","15.8.1957"
6,"Зубець Михайло Васильович","7.4.1938"
6,"Зубик Володимир Володимирович","28.2.1958"
6,"Зубов Валентин Сергійович","10.6.1946"
6,"Ківалов Сергій Васильович","1.5.1954"
6,"Кілінкаров Спірідон Павлович","14.9.1968"
6,"Кінах Анатолій Кирилович","4.8.1954"
6,"Калєтнік Ігор Григорович","16.7.1972"
6,"Калетнік Григорій Миколайович","2.5.1949"
6,"Кальченко Валерій Михайлович","24.2.1947"
6,"Калюжний Віталій Анатолійович","20.11.1979"
6,"Камчатний Валерій Григорович","13.6.1955"
6,"Каплієнко Володимир Володимирович","6.4.1970"
6,"Каракай Юрій Васильович","20.5.1967"
6,"Кармазін Юрій Анатолійович","21.9.1957"
6,"Карпук Володимир Георгійович","19.9.1954"
6,"Каськів Владислав Володимирович","1.12.1973"
6,"Касянюк Олександр Ростиславович","17.5.1967"
6,"Катеринчук Микола Дмитрович","19.11.1967"
6,"Келестин Валерій Васильович","26.9.1964"
