deputat,perc_for,votes_for,tvo,oblast,year,info,proposed,registration,gender,age,birthday,job,city_living,party,tvo_pres,pres_candidate,pres_perc_for,pres_votes_for,winner,average_age,pop_change,region_ideology,previous,ever,funding,power_status,party_ideology,prop_election_forecast
Шевченко Дмитро Андрійович,NA,NA,139,Одеська область,2019,"народився 10 липня 1996 року в місті Одесі, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, оператор автомобільного заправного комплексу, ТОВ ""ВЕСТ ПЕТРОЛЬ МАРКЕТ"", безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,24.06.2019,M,23,10.7.1996,оператор автомобільного заправного комплексу,проживає в місті Одесі,безпартійний,139,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Шелепов Павло Юрійович,NA,NA,139,Одеська область,2019,"народився 13 березня 1989 року в місті Одесі, громадянин України, протягом останніх п’яти років проживає на території України, освіта професійно-технічна, тимчасово не працює, безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,22.06.2019,M,30,13.3.1989,тимчасово не працює,проживає в місті Одесі,безпартійний,139,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Щукіна Вікторія Ігорівна,NA,NA,139,Одеська область,2019,"народилася 16 вересня 1990 року в селі Ониськове Комінтернівського району Одеської області, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, менеджер по роботі з клієнтами, ТОВ ""УКРІНСТАЛ ОДЕСА"", безпартійнa, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,24.06.2019,F,29,16.9.1990,менеджер по роботі з клієнтами,проживає в місті Одесі,безпартійний,139,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Біб Сергій Олександрович,NA,NA,140,Одеська область,2019,"народився 4 липня 1962 року в селі Долинське Ананьївського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта професійно-технічна, пенсіонер, член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в місті Одесі, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".",політична партія опозиційна платформа  за життя,24.06.2019,M,57,4.7.1962,пенсіонер,проживає в місті Одесі,політична партія опозиційна платформа  за життя,140,Бойко Юрій,19.2946971944302,21464,NA,39.6,0,grey,0,0,0,no,blue,12
Білюк Сергій Олександрович,NA,NA,140,Одеська область,2019,"народився 28 червня 1964 року в місті Одесі, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Дондеревина"", безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,14.06.2019,M,55,28.6.1964,директор,проживає в місті Одесі,безпартійний,140,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Бокоч Василь Васильович,NA,NA,140,Одеська область,2019,"народився 22 жовтня 1980 року в селі Велика Уголька Тячівського району Закарпатської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""ПРАЙМ ТАЙМ ПІВДЕНЬ"", безпартійний, проживає в смт Овідіополь Овідіопольського району Одеської області, судимість відсутня, самовисування.",самовисування,23.06.2019,M,39,22.10.1980,директор,проживає в смт Овідіополь Овідіопольського району Одеської області,безпартійний,140,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Бугайчук Василь Васильович,NA,NA,140,Одеська область,2019,"народився 13 вересня 1982 року в місті Іллічівськ Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, змінний стивідор, ДП ""Іллічівський морський торговельний порт"", член політичної партії Всеукраїнське об’єднання ""Батьківщина"", проживає в місті Чорноморськ Одеської області, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".",політична партія всеукраїнське обєднання батьківщина,24.06.2019,M,37,13.9.1982,змінний стивідор,проживає в місті Чорноморськ Одеської області,політична партія всеукраїнське обєднання батьківщина,140,Тимошенко Юлія,7.68677579712881,8551,NA,39.6,0,grey,0,0,0,no,orange,7.2
Гуляєв Василь Олександрович,NA,NA,140,Одеська область,2019,"народився 3 вересня 1963 року в смт Олександрівка міста Іллічівськ Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Чорноморськ Одеської області, судимість відсутня, самовисування.",самовисування,21.06.2019,M,56,3.9.1963,народний депутат України,проживає в місті Чорноморськ Одеської області,безпартійний,140,NA,0,0,NA,39.6,0,grey,1,1,26680,no,grey,NA
Звеняцький Михайло Семенович,NA,NA,140,Одеська область,2019,"народився 29 вересня 1972 року в місті Києві, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в смт Олександрівка міста Чорноморськ Одеської області, судимість відсутня, самовисування.",самовисування,21.06.2019,M,47,29.9.1972,тимчасово не працює,проживає в смт Олександрівка міста Чорноморськ Одеської області,безпартійний,140,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Зелінський Роман Леонідович,NA,NA,140,Одеська область,2019,"народився 30 травня 1981 року в селі Усатове Біляївського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, юрист, ПАТ ""Мирний"", безпартійний, проживає в селі Нерубайське Біляївського району Одеської області, судимість відсутня, самовисування.",самовисування,19.06.2019,M,38,30.5.1981,юрист,проживає в селі Нерубайське Біляївського району Одеської області,безпартійний,140,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Колебошин Сергій Валерійович,NA,NA,140,Одеська область,2019,"народився 22 листопада 1977 року в місті Одесі, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник голови, Одеська обласна державна адміністрація, безпартійний, проживає в смт Овідіополь Овідіопольського району Одеської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",політична партія слуга народу,25.06.2019,M,42,22.11.1977,заступник голови,проживає в смт Овідіополь Овідіопольського району Одеської області,безпартійний,140,Зеленський Володимир,46.1404313080374,51328,NA,39.6,0,grey,0,0,0,yes,orange,45.5
Костенко Ольга Василівна,NA,NA,140,Одеська область,2019,"народилася 21 вересня 1971 року в місті Сумах, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, безпартійнa, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,22.06.2019,F,48,21.9.1971,фізична особа – підприємець,проживає в місті Одесі,безпартійний,140,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Кравець Микола Михайлович,NA,NA,140,Одеська область,2019,"народився 6 сiчня 1987 року в місті Одесі, громадянин України, протягом останніх п’яти років проживає на території України, освіта загальна середня, тимчасово не працює, безпартійний, проживає в селі Прилиманське Овідіопольського району Одеської області, судимість відсутня, самовисування.",самовисування,22.06.2019,M,32,6.1.1987,тимчасово не працює,проживає в селі Прилиманське Овідіопольського району Одеської області,безпартійний,140,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Мацулевич Олексій Віталійович,NA,NA,140,Одеська область,2019,"народився 24 лютого 1981 року в місті Іллічівськ Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, начальник відділу, Управління Служби безпеки України в Одеській області, безпартійний, проживає в місті Чорноморськ Одеської області, судимість відсутня, самовисування.",самовисування,25.06.2019,M,38,24.2.1981,начальник відділу,проживає в місті Чорноморськ Одеської області,безпартійний,140,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Миза Сергій Васильович,NA,NA,140,Одеська область,2019,"народився 13 травня 1960 року в селі В-Долина Овідіопольського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, начальник, КП ""Міське управління житлово-комунального господарства"" Чорноморської міської ради, безпартійний, проживає в селі Лиманка Овідіопольского району Одеської області, судимість відсутня, самовисування.",самовисування,19.06.2019,M,59,13.5.1960,начальник,проживає в селі Лиманка Овідіопольского району Одеської області,безпартійний,140,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Негара Сергій Харлампійович,NA,NA,140,Одеська область,2019,"народився 10 травня 1964 року в місті Білгород-Дністровський Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, тимчасово не працює, безпартійний, проживає в селі Мізікевича Овідіопольського району Одеської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СИЛА І ЧЕСТЬ"".",політична партія сила і честь,25.06.2019,M,55,10.5.1964,тимчасово не працює,проживає в селі Мізікевича Овідіопольського району Одеської області,безпартійний,140,Смешко Ігор,3.37009969166599,3749,NA,39.6,0,grey,0,0,0,no,orange,3.9
Печерський Михайло Юрійович,NA,NA,140,Одеська область,2019,"народився 9 серпня 1991 року в місті Одесі, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, Спільне українсько-німецьке підприємство ""Та.Ма.Ка.Со."", безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,17.06.2019,M,28,9.8.1991,директор,проживає в місті Одесі,безпартійний,140,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Смолінський Микола Миколайович,NA,NA,140,Одеська область,2019,"народився 1 сiчня 1966 року в селі Журавка Миколаївського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, безпартійний, проживає в селі Усатове Біляївського району Одеської області, судимість відсутня, самовисування.",самовисування,24.06.2019,M,53,1.1.1966,фізична особа – підприємець,проживає в селі Усатове Біляївського району Одеської області,безпартійний,140,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Ткач Дмитро Володимирович,NA,NA,140,Одеська область,2019,"народився 21 жовтня 1980 року в смт Олександрівка міста Іллічівськ Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, безпартійний, проживає в смт Олександрівка міста Чорноморськ Одеської області, судимість відсутня, суб’єкт висування – Політична Партія ""ГОЛОС"".",політична партія голос,22.06.2019,M,39,21.10.1980,фізична особа – підприємець,проживає в смт Олександрівка міста Чорноморськ Одеської області,безпартійний,140,NA,0,0,NA,39.6,0,grey,0,0,0,no,orange,6.6
Червачов Сергій Миколайович,NA,NA,140,Одеська область,2019,"народився 29 липня 1963 року в селі Олександрівка міста Іллічівськ Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта загальна середня, фізична особа – підприємець, член Молодіжної партії України, проживає в смт Олександрівка міста Чорноморськ Одеської області, судимість відсутня, самовисування.",самовисування,04.06.2019,M,56,29.7.1963,фізична особа – підприємець,проживає в смт Олександрівка міста Чорноморськ Одеської області,молодіжна партія україни,140,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Чоботар Олександр Сергійович,NA,NA,140,Одеська область,2019,"народився 23 лютого 1995 року в селі Нова Долина Овідіопольського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта загальна середня, тимчасово не працює, безпартійний, проживає в селі Нова Долина Овідіопольського району Одеської області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".",політична партія опозиційний блок,25.06.2019,M,24,23.2.1995,тимчасово не працює,проживає в селі Нова Долина Овідіопольського району Одеської області,безпартійний,140,Вілкул Олександр,6.45074296809687,7176,NA,39.6,0,grey,0,0,0,no,blue,NA
Антов Трифон Данилович,NA,NA,141,Одеська область,2019,"народився 7 листопада 1976 року в селі Дмитрівка Татарбунарського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, заступник начальника контрольно-ревізійного забезпечення, комунальне підприємство ""Одесміськелектротранс"", безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,17.06.2019,M,43,7.11.1976,заступник начальника контрольно-ревізійного забезпечення,проживає в місті Одесі,безпартійний,141,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Барвіненко Віталій Дмитрович,NA,NA,141,Одеська область,2019,"народився 3 червня 1981 року в місті Білгород-Дністровський Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,14.06.2019,M,38,3.6.1981,народний депутат України,проживає в місті Одесі,безпартійний,141,NA,0,0,NA,39.6,0,grey,1,1,30470,no,grey,NA
Бойченко Павло Іванович,NA,NA,141,Одеська область,2019,"народився 8 липня 1997 року в селі Шевченкове Кілійського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта загальна середня, тимчасово не працює, безпартійний, проживає в селі Шевченкове Кілійського району Одеської області, судимість відсутня, самовисування.",самовисування,21.06.2019,M,22,8.7.1997,тимчасово не працює,проживає в селі Шевченкове Кілійського району Одеської області,безпартійний,141,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Гінак Алла Федорівна,NA,NA,141,Одеська область,2019,"народилася 25 травня 1966 року в місті Києві, громадянка України, протягом останніх п’яти років проживає на території України, освіта вища, Білгород-Дністровський міський голова, безпартійнa, проживає в місті Білгород-Дністровський Одеської області, судимість відсутня, самовисування.",самовисування,19.06.2019,F,53,25.5.1966,Білгород-Дністровський міський голова,проживає в місті Білгород-Дністровський Одеської області,безпартійний,141,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Граждан Віталій Вікторович,NA,NA,141,Одеська область,2019,"народився 9 листопада 1978 року в місті Білгород-Дністровський Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, адвокат, член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в місті Білгород-Дністровський Одеської області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".",політична партія опозиційна платформа  за життя,24.06.2019,M,41,9.11.1978,адвокат,проживає в місті Білгород-Дністровський Одеської області,політична партія опозиційна платформа  за життя,141,Бойко Юрій,21.612368458988,17991,NA,39.6,0,grey,0,0,0,no,blue,12
Дубовий Олександр Миколайович,NA,NA,141,Одеська область,2019,"народився 26 серпня 1963 року в селі Старокозаче Білгород-Дністровського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта професійно-технічна, тимчасово не працює, безпартійний, проживає в селі Старокозаче Білгород-Дністровського району Одеської області, судимість відсутня, самовисування.",самовисування,21.06.2019,M,56,26.8.1963,тимчасово не працює,проживає в селі Старокозаче Білгород-Дністровського району Одеської області,безпартійний,141,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Манітенко Ілля Олександрович,NA,NA,141,Одеська область,2019,"народився 18 березня 1991 року в місті Білгород-Дністровський Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта професійно-технічна, менеджер, сільськогосподарське підприємство ""Лука"", безпартійний, проживає в місті Білгород-Дністровський Одеської області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".",політична партія опозиційний блок,25.06.2019,M,28,18.3.1991,менеджер,проживає в місті Білгород-Дністровський Одеської області,безпартійний,141,Вілкул Олександр,6.42208447455672,5346,NA,39.6,0,grey,0,0,0,no,blue,NA
Папуша Ігор Олександрович,NA,NA,141,Одеська область,2019,"народився 10 липня 1963 року в місті Рівне, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, доцент кафедри гуманітарних та соціально-економічних дисциплін, Військова академія  (м. Одеса), безпартійний, проживає в місті Одесі, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".",політична партія всеукраїнське обєднання батьківщина,24.06.2019,M,56,10.7.1963,доцент кафедри гуманітарних та соціально-економічних дисциплін,проживає в місті Одесі,безпартійний,141,Тимошенко Юлія,6.45572053241074,5374,NA,39.6,0,grey,0,0,0,no,orange,7.2
Резніченко Василь Іванович,NA,NA,141,Одеська область,2019,"народився 16 березня 1980 року в селі Лиман Татарбунарського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Лиманський сільський голова, безпартійний, проживає в селі Лиман Татарбунарського району Одеської області, судимість відсутня, самовисування.",самовисування,22.06.2019,M,39,16.3.1980,Лиманський сільський голова,проживає в селі Лиман Татарбунарського району Одеської області,безпартійний,141,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Рибін Петро Анатолійович,NA,NA,141,Одеська область,2019,"народився 19 серпня 1954 року в місті Білорєченськ Краснодарського краю, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, редактор, газета ""Лиман"", безпартійний, проживає в місті Татарбунари Татарбунарського району Одеської області, судимість відсутня, суб’єкт висування – Політична Партія ""ПАТРІОТ"".",політична партія патріот,25.06.2019,M,65,19.8.1954,редактор,проживає в місті Татарбунари Татарбунарського району Одеської області,безпартійний,141,Новак Андрій,0.0372399211955216,31,NA,39.6,0,grey,0,0,0,no,grey,NA
Соломієнко Андрій Олегович,NA,NA,141,Одеська область,2019,"народився 17 грудня 1982 року в місті Одесі, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, лікар-хірург, КУ ""Одеська обласна клінічна лікарня"", безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,22.06.2019,M,37,17.12.1982,лікар-хірург,проживає в місті Одесі,безпартійний,141,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Ткаченко Олександр Михайлович,NA,NA,141,Одеська область,2019,"народився 15 червня 1984 року в місті Конгаз Комратського району, Молдова, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, адвокат, ПП ""Медфарм груп"", безпартійний, проживає в місті Татарбунари Татарбунарського району Одеської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",політична партія слуга народу,25.06.2019,M,35,15.6.1984,адвокат,проживає в місті Татарбунари Татарбунарського району Одеської області,безпартійний,141,Зеленський Володимир,44.6530680889914,37171,NA,39.6,0,grey,0,0,0,yes,orange,45.5
Усов Ігор Славійович,NA,NA,141,Одеська область,2019,"народився 13 травня 1973 року в місті Білгород-Дністровський Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, помічник генерального консула, Генеральне консульство Румунії в Одесі, безпартійний, проживає в місті Білгород-Дністровський Одеської області, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СИЛА І ЧЕСТЬ"".",політична партія сила і честь,25.06.2019,M,46,13.5.1973,помічник генерального консула,проживає в місті Білгород-Дністровський Одеської області,безпартійний,141,Смешко Ігор,2.62241122483302,2183,NA,39.6,0,grey,0,0,0,no,orange,3.9
Бакал Олександр Іванович,NA,NA,142,Одеська область,2019,"народився 26 серпня 1996 року в місті Басарабяска, Республіка Молдова, громадянин України, протягом останніх п’яти років проживає на території України, освіта загальна середня, тимчасово не працює, безпартійний, проживає в селі Іванчанка Тарутинського району Одеської області, судимість відсутня, самовисування.",самовисування,25.06.2019,M,23,26.8.1996,тимчасово не працює,проживає в селі Іванчанка Тарутинського району Одеської області,безпартійний,142,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Бедров Олександр Васильович,NA,NA,142,Одеська область,2019,"народився 19 жовтня 1951 року в селі Шрамківка Драбівського району Черкаської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, пенсіонер, безпартійний, проживає в місті Одесі, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНИЙ БЛОК"".",політична партія опозиційний блок,25.06.2019,M,68,19.10.1951,пенсіонер,проживає в місті Одесі,безпартійний,142,Вілкул Олександр,4.4849602894141,3744,NA,39.6,0,grey,0,0,0,no,blue,NA
Білалов Алім Елдарович,NA,NA,142,Одеська область,2019,"народився 18 червня 1971 року в селі Фараонівка Саратського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта професійно-технічна, директор, ТОВ ""Транспортник 1718"", безпартійний, проживає в смт Сарата Саратського району Одеської області, судимість відсутня, самовисування.",самовисування,25.06.2019,M,48,18.6.1718,директор,проживає в смт Сарата Саратського району Одеської області,безпартійний,142,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Бойков Олег Степанович,NA,NA,142,Одеська область,2019,"народився 12 серпня 1984 року в селі Кірсово Комратського району, Молдова, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""СТРОЙ.БЕТОН"", безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,24.06.2019,M,35,12.8.1984,директор,проживає в місті Одесі,безпартійний,142,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Димитрієв Сергій Гаврилович,NA,NA,142,Одеська область,2019,"народився 20 липня 1978 року в місті Болград Болградського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, Болградський міський голова, член Політичної партії ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"", проживає в місті Болград Болградського району Одеської області, судимість відсутня, суб’єкт висування – Політична партія ""ОПОЗИЦІЙНА ПЛАТФОРМА – ЗА ЖИТТЯ"".",політична партія опозиційна платформа  за життя,24.06.2019,M,41,20.7.1978,Болградський міський голова,проживає в місті Болград Болградського району Одеської області,політична партія опозиційна платформа  за життя,142,Бойко Юрій,35.063908288312,29271,NA,39.6,0,grey,0,0,0,no,blue,12
Капсамун Олег Георгійович,NA,NA,142,Одеська область,2019,"народився 4 серпня 1979 року в смт Тарутине Тарутинського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, ТОВ ""Юггранстрой"", член політичної партії Всеукраїнське об’єднання ""Батьківщина"", проживає в місті Одесі, судимість відсутня, суб’єкт висування – політична партія Всеукраїнське об’єднання ""Батьківщина"".",політична партія всеукраїнське обєднання батьківщина,24.06.2019,M,40,4.8.1979,директор,проживає в місті Одесі,політична партія всеукраїнське обєднання батьківщина,142,Тимошенко Юлія,6.5046299069227,5430,NA,39.6,0,grey,0,0,0,no,orange,7.2
Карташев Денис Володимирович,NA,NA,142,Одеська область,2019,"народився 3 лютого 1982 року в селищі Березине Тарутинського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, директор, БФ ""Південний-берег"", безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,12.06.2019,M,37,3.2.1982,директор,проживає в місті Одесі,безпартійний,142,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Кіссе Антон Іванович,NA,NA,142,Одеська область,2019,"народився 10 жовтня 1958 року в селі Євгенівка Тарутинського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, народний депутат України, безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,21.06.2019,M,61,10.10.1958,народний депутат України,проживає в місті Одесі,безпартійний,142,NA,0,0,NA,39.6,0,grey,1,1,12050,no,grey,NA
Мандриченко Віталій Єфимович,NA,NA,142,Одеська область,2019,"народився 21 травня 1975 року в селі Плахтіївка Саратського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, голова, СВК ""РОДИНА"", безпартійний, проживає в селі Плахтіївка Саратського району Одеської області, судимість відсутня, самовисування.",самовисування,19.06.2019,M,44,21.5.1975,голова,проживає в селі Плахтіївка Саратського району Одеської області,безпартійний,142,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Плохой Ігор Георгійович,NA,NA,142,Одеська область,2019,"народився 21 вересня 1966 року в селі Кирнички Ізмаїльського району Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, фізична особа – підприємець, безпартійний, проживає в місті Одесі, судимість відсутня, самовисування.",самовисування,24.06.2019,M,53,21.9.1966,фізична особа – підприємець,проживає в місті Одесі,безпартійний,142,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
Плохой Руслан Ігорович,NA,NA,142,Одеська область,2019,"народився 31 березня 1991 року в місті Болград Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта вища, генеральний директор, ТОВ ""Жилстройсервис-2"", безпартійний, проживає в місті Одесі, судимість відсутня, суб’єкт висування – ПОЛІТИЧНА ПАРТІЯ ""СЛУГА НАРОДУ"".",політична партія слуга народу,25.06.2019,M,28,31.3.1991,генеральний директор,проживає в місті Одесі,безпартійний,142,Зеленський Володимир,33.9007415038513,28300,NA,39.6,0,grey,0,0,0,yes,orange,45.5
Сєков Анатолій Зіновійович,NA,NA,142,Одеська область,2019,"народився 27 липня 1985 року в місті Арциз Одеської області, громадянин України, протягом останніх п’яти років проживає на території України, освіта середня спеціальна, тимчасово не працює, безпартійний, проживає в селі Виноградівка Арцизького району Одеської області, судимість відсутня, самовисування.",самовисування,23.06.2019,M,34,27.7.1985,тимчасово не працює,проживає в селі Виноградівка Арцизького району Одеської області,безпартійний,142,NA,0,0,NA,39.6,0,grey,0,0,0,no,grey,NA
